name	task	errors	der_level3	der_level4	der_level5	der_level6	group	mci	freq_finite_forms	freq_aux	num_inf	num_gerunds	num_pres_sing	num_pres_plur	num_past_part	num_past_simple	Symbols	Tokens	Length
2014_EPa_85_2,txt	argumentative	1	0.020	0.088	0.078	0.059	0	4	0.204545455	0.75	29	8	7	0	7	10	2035	348	300+
2014_EPa_9_2,txt	argumentative	1	0.000	0.147	0.147	0.015	0	4	0.444444444	0.666666667	14	3	11	0	2	3	1445	255	250+
2014_ESha_1_2,txt	argumentative	1	0.019	0.123	0.094	0.028	0	3.75	0.172413793	0.517241379	14	4	3	0	3	3	1522	236	200+
2014_ESha_15_2,txt	argumentative	1	0.056	0.056	0.097	0.014	0	4.75	0.333333333	0.696969697	16	5	9	0	7	3	1465	248	200+
2014_ESha_22_2,txt	argumentative	1	0.066	0.082	0.033	0.016	0	1.25	0.454545455	1	13	0	2	0	1	2	1332	232	200+
2014_ESha_40_2,txt	argumentative	1	0.043	0.043	0.071	0.014	0	5.5	0.454545455	0.666666667	16	2	10	0	5	5	1455	244	200+
2014_ESha_43_2,txt	argumentative	1	0.014	0.087	0.058	0.087	0	3	0.242424242	0.787878788	23	4	12	0	3	2	1733	300	300+
2014_ESha_45_2,txt	argumentative	1	0.064	0.051	0.064	0.038	0	2.25	0.238095238	0.523809524	28	3	14	0	2	0	1805	317	300+
2014_ESha_63_2,txt	argumentative	1	0.044	0.059	0.044	0.044	0	3	0.305555556	0.777777778	26	2	8	1	4	3	1549	273	250+
2014_ESha_68_2,txt	argumentative	1	0.036	0.073	0.018	0.036	0	2	0.28125	0.40625	21	3	6	0	1	2	1429	246	200+
2014_ESha_70_2,txt	argumentative	1	0.036	0.107	0.018	0.018	0	3.25	0.481481481	0.555555556	11	4	9	0	2	1	1539	269	250+
2014_EZa_3_2,txt	argumentative	1	0.256	0.000	0.103	0.026	0	0.75	0.552631579	0.815789474	24	1	15	0	0	1	1498	289	250+
2014_EZa_56_2,txt	argumentative	1	0.000	0.171	0.066	0.013	0	3.5	0.375	0.708333333	14	1	10	0	3	5	1511	251	250+
2014_EZa_7_2,txt	argumentative	1	0.155	0.028	0.056	0.056	0	3.75	0.322580645	1.096774194	18	10	15	0	1	2	1533	276	250+
2014_KKo_18_2,txt	argumentative	1	0.000	0.067	0.067	0.033	0	2.75	0.142857143	0.5	6	4	2	0	2	3	537	87	<150
2014_KKo_19_2,txt	argumentative	1	0.020	0.265	0.020	0.020	0	2.5	0.322580645	0.516129032	17	3	3	0	1	5	1248	214	200+
2014_KKo_9_2,txt	argumentative	1	0.012	0.061	0.110	0.012	0	3.5	0.153846154	0.846153846	26	2	7	0	12	5	1865	317	300+
2014_LPo_13_2,txt	argumentative	1	0.014	0.141	0.113	0.014	0	3	0.454545455	0.666666667	16	1	12	0	5	5	1746	296	250+
2014_LPo_15_2,txt	argumentative	1	0.036	0.060	0.024	0.071	0	2.25	0.333333333	0.769230769	26	0	9	0	3	2	2045	366	350+
2014_LPo_16_2,txt	argumentative	1	0.072	0.041	0.021	0.082	0	3.75	0.25	0.75	21	4	9	0	10	8	1997	332	300+
2014_LPo_19_2,txt	argumentative	1	0.000	0.082	0.033	0.098	0	3.5	0.333333333	1	14	1	7	0	4	4	1250	217	200+
2014_MBi_21_2,txt	argumentative	1	0.014	0.096	0.096	0.068	0	4.75	0.4	1.35	13	1	6	0	3	15	1438	238	200+
2014_MBi_7_2,txt	argumentative	1	0.092	0.061	0.071	0.031	0	4	0.380952381	0.595238095	19	7	11	0	8	7	1969	346	300+
2014_MGr_1_2,txt	argumentative	1	0.110	0.110	0.096	0.041	0	4.75	0.3125	0.625	17	8	4	0	0	4	1518	259	250+
2014_MGr_10_2,txt	argumentative	1	0.090	0.112	0.124	0.079	0	3.5	0.325	0.9	22	3	20	0	6	6	2119	361	350+
2014_MGr_20_2,txt	argumentative	1	0.140	0.047	0.070	0.047	0	4.25	0.592592593	0.592592593	12	4	8	0	1	1	1052	191	150+
2014_MGr_21_2,txt	argumentative	1	0.139	0.042	0.097	0.069	0	4.5	0.454545455	0.863636364	11	3	17	0	1	2	1379	231	200+
2014_MGr_3_2,txt	argumentative	1	0.184	0.020	0.051	0.041	0	5	0.583333333	0.5	4	5	20	0	6	1	1912	316	300+
2014_MTsy_17_2,txt	argumentative	1	0.034	0.057	0.069	0.034	0	3.5	0.131578947	0.710526316	22	9	12	0	3	6	1781	303	300+
2014_MTsy_9_2,txt	argumentative	1	0.062	0.037	0.037	0.025	0	1.75	0.354166667	0.625	25	6	10	0	4	0	1822	324	300+
2014_TSha_12_2,txt	argumentative	1	0.036	0.083	0.060	0.048	0	5	0.5	0.529411765	9	3	9	0	7	11	1830	307	300+
2014_TSha_2_2,txt	argumentative	1	0.057	0.114	0.057	0.057	0	3.75	0.533333333	0.633333333	11	0	8	0	5	14	1862	314	300+
2014_TSha_21_2,txt	argumentative	1	0.027	0.108	0.081	0.068	0	2	0.347826087	1.217391304	16	0	9	0	3	4	1726	294	250+
2014_VKo_12_2,txt	argumentative	1	0.048	0.079	0.095	0.032	0	3.75	0.290322581	0.741935484	17	6	8	0	2	5	1486	246	200+
2014_VKo_16_2,txt	argumentative	1	0.020	0.163	0.061	0.082	0	2.5	0.277777778	1.333333333	13	0	8	0	3	4	1210	210	200+
2014_VKo_34_2,txt	argumentative	1	0.027	0.095	0.054	0.054	0	4.5	0.363636364	0.568181818	18	4	10	0	11	10	1795	305	300+
2014_VKo_5_2,txt	argumentative	1	0.054	0.014	0.000	0.068	0	4.5	0.475	0.675	23	0	7	0	6	5	1682	293	250+
2014_VKo_7_2,txt	argumentative	1	0.024	0.167	0.071	0.012	0	2.75	0.341463415	0.487804878	21	2	7	0	5	10	2002	338	300+
2014_VPe_10_2,txt	argumentative	1	0.026	0.158	0.132	0.053	0	1.75	0.357142857	0.607142857	17	1	5	0	0	1	1172	210	200+
2014_VPe_13_2,txt	argumentative	1	0.052	0.052	0.124	0.062	0	4.25	0.204545455	0.431818182	19	9	12	0	6	5	1878	312	300+
2014_VPe_18_2,txt	argumentative	1	0.054	0.107	0.036	0.018	0	4.5	0.215686275	0.509803922	18	16	5	0	7	5	2151	361	350+
2014_VPe_21_2,txt	argumentative	1	0.031	0.109	0.047	0.063	0	2.5	0.27027027	0.72972973	20	7	14	0	2	2	1599	291	250+
2014_VPe_26_2,txt	argumentative	1	0.027	0.122	0.149	0.000	0	4.75	0.147058824	0.647058824	17	11	9	0	6	2	1732	294	250+
2014_VPe_27_2,txt	argumentative	1	0.067	0.160	0.107	0.053	0	4.5	0.268292683	0.463414634	18	7	11	0	5	3	1663	285	250+
2014_VPe_29_2,txt	argumentative	1	0.018	0.211	0.053	0.035	0	3.5	0.344827586	0.586206897	20	0	8	0	2	4	1490	256	250+
2014_VPe_30_2,txt	argumentative	1	0.000	0.080	0.040	0.080	0	2	0.388888889	0.833333333	13	0	5	0	0	3	918	164	150+
2014_VPe_33_2,txt	argumentative	1	0.033	0.049	0.016	0.049	0	2.75	0.333333333	0.696969697	19	1	6	0	5	5	1641	296	250+
2014_VPe_38_2,txt	argumentative	1	0.063	0.141	0.109	0.063	0	1.25	0.285714286	0.821428571	17	2	9	0	2	7	1453	251	250+
2014_VPe_41_2,txt	argumentative	1	0.021	0.106	0.138	0.043	0	3	0.297297297	0.594594595	20	4	3	0	5	6	1906	303	300+
2014_VPe_43_2,txt	argumentative	1	0.027	0.041	0.027	0.081	0	4.5	0.433333333	0.666666667	13	3	13	0	3	5	1474	266	250+
2014_VPe_52_2,txt	argumentative	1	0.009	0.095	0.060	0.043	0	4.5	0.292682927	0.804878049	25	3	8	0	4	10	2475	421	350+
2014_VPe_53_2,txt	argumentative	1	0.035	0.149	0.064	0.035	0	3.25	0.469387755	0.469387755	19	5	12	0	4	1	3099	532	350+
2014_ZEv_10_2,txt	argumentative	1	0.027	0.041	0.068	0.082	0	4.5	0.516129032	1	18	0	15	0	4	5	1904	340	300+
2014_ZEv_14_2,txt	argumentative	1	0.054	0.107	0.125	0.018	0	3.5	0.277777778	1.166666667	14	2	8	0	3	0	1114	180	150+
2014_ZEv_21_2,txt	argumentative	1	0.027	0.095	0.068	0.054	0	4.25	0.333333333	0.515151515	15	3	10	0	5	2	1630	274	250+
2014_ZEv_34_2,txt	argumentative	1	0.049	0.012	0.049	0.000	0	4.25	0.41025641	0.41025641	12	4	2	0	7	6	1706	281	250+
2014_ZEv_4_2,txt	argumentative	1	0.014	0.014	0.029	0.058	0	2.25	0.222222222	0.622222222	26	4	14	0	7	6	1742	313	300+
2014_ZEv_9_2,txt	argumentative	1	0.029	0.029	0.029	0.029	0	3.5	0.488372093	0.465116279	18	5	4	0	1	2	1571	279	250+
2015_APL_1_2,txt	argumentative	1	0.047	0.141	0.141	0.031	0	6	0.214285714	0.571428571	18	2	5	0	3	5	1415	240	200+
2015_KT_3_2,txt	argumentative	1	0.030	0.060	0.090	0.075	0	5	0.485714286	0.4	11	5	14	0	0	4	1619	291	250+
2016_AKo_2_2,txt	argumentative	1	0.023	0.057	0.023	0.034	0	6.5	0.322033898	0.457627119	33	8	11	0	1	10	2448	415	350+
2016_EKu_1_2,txt	argumentative	1	0.031	0.046	0.046	0.015	0	2.25	0.416666667	0.527777778	17	4	7	0	3	2	1438	250	250+
2016_EKu_122_2,txt	argumentative	1	0.070	0.042	0.056	0.042	0	3.75	0.414634146	0.536585366	21	3	12	0	3	1	1646	303	300+
2016_EKu_134_2,txt	argumentative	1	0.034	0.103	0.086	0.034	0	3.5	0.275862069	0.75862069	16	4	14	0	4	5	1421	252	250+
2016_EKu_143_2,txt	argumentative	1	0.085	0.074	0.011	0.043	0	6	0.454545455	0.363636364	11	2	16	0	8	10	1860	310	300+
2016_EKu_163_2,txt	argumentative	1	0.097	0.056	0.097	0.028	0	4.75	0.421052632	0.631578947	17	1	17	0	6	5	1806	309	300+
2016_EKu_17_2,txt	argumentative	1	0.032	0.127	0.032	0.079	0	4.25	0.15625	0.9375	17	8	10	0	9	2	1510	254	250+
2016_EKu_185_2,txt	argumentative	1	0.031	0.041	0.062	0.041	0	2.25	0.365384615	0.288461538	16	9	12	0	4	5	2111	342	300+
2016_EKu_24_2,txt	argumentative	1	0.049	0.146	0.039	0.039	0	4.75	0.288888889	0.688888889	23	7	11	0	7	6	2169	377	350+
2016_EKu_29_2,txt	argumentative	1	0.082	0.071	0.059	0.047	0	4.5	0.333333333	0.818181818	16	6	12	0	6	5	1615	273	250+
2016_EKu_37_2,txt	argumentative	1	0.040	0.053	0.027	0.040	0	6	0.357142857	0.571428571	21	4	10	0	5	6	1752	307	300+
2016_EKu_4_2,txt	argumentative	1	0.050	0.038	0.013	0.075	0	4.5	0.527777778	0.305555556	12	2	7	0	2	3	1656	270	250+
2016_EKu_48_2,txt	argumentative	1	0.028	0.073	0.101	0.055	0	4	0.354166667	0.916666667	26	9	13	0	9	4	2154	369	350+
2016_EKu_55_2,txt	argumentative	1	0.064	0.115	0.026	0.051	0	3.75	0.142857143	0.742857143	19	6	6	0	7	0	1563	267	250+
2016_EKu_7_2,txt	argumentative	1	0.070	0.070	0.035	0.081	0	3.5	0.27027027	0.459459459	19	2	4	0	2	4	1694	261	250+
2016_EKu_72_2,txt	argumentative	1	0.068	0.041	0.041	0.027	0	3.75	0.23255814	0.395348837	17	8	8	0	8	3	1680	291	250+
2016_EKu_78_2,txt	argumentative	1	0.158	0.069	0.069	0.040	0	5.5	0.333333333	0.606060606	14	4	9	0	6	4	1767	276	250+
2016_EKu_82_2,txt	argumentative	1	0.067	0.056	0.079	0.056	0	4.75	0.422222222	0.488888889	20	6	15	0	5	4	1950	330	300+
2016_EKu_90_2,txt	argumentative	1	0.068	0.080	0.080	0.045	0	3.5	0.46875	0.625	10	3	14	0	3	1	1885	323	300+
2016_EKu_93_2,txt	argumentative	1	0.040	0.048	0.040	0.024	0	3	0.283333333	0.45	17	13	8	0	9	3	2456	413	350+
2016_EKu_97_2,txt	argumentative	1	0.125	0.048	0.087	0.048	0	4.25	0.371428571	0.4	11	2	9	0	2	2	1842	285	250+
2016_JSl_10_2,txt	argumentative	1	0.051	0.128	0.128	0.154	0	3.5	0.5	0.75	6	1	5	0	1	2	878	155	150+
2016_JSl_100_2,txt	argumentative	1	0.011	0.074	0.043	0.021	0	3.75	0.256410256	0.564102564	23	2	8	0	6	3	1867	288	250+
2016_JSl_105_2,txt	argumentative	1	0.067	0.087	0.019	0.010	0	4	0.511627907	0.302325581	9	3	5	0	4	3	1916	305	300+
2016_JSl_106_2,txt	argumentative	1	0.091	0.045	0.045	0.030	0	3	0.257142857	0.714285714	19	3	6	0	2	4	1635	281	250+
2016_JSl_120_2,txt	argumentative	1	0.096	0.055	0.014	0.014	0	4	0.269230769	0.5	12	0	11	0	3	2	1510	248	200+
2016_JSl_13_2,txt	argumentative	1	0.000	0.088	0.018	0.070	0	2.5	0.35483871	0.741935484	20	0	2	0	1	8	1327	233	200+
2016_JSl_14_2,txt	argumentative	1	0.091	0.091	0.000	0.030	0	1.75	0.555555556	0.388888889	7	1	2	0	0	1	820	154	150+
2016_JSl_15_2,txt	argumentative	1	0.067	0.027	0.080	0.107	0	2.5	0.351351351	0.648648649	20	3	14	0	2	5	1769	314	300+
2016_JSl_154_2,txt	argumentative	1	0.024	0.049	0.049	0.037	0	3.5	0.25	0.229166667	14	14	0	0	2	3	1659	267	250+
2016_JSl_164_2,txt	argumentative	1	0.035	0.023	0.047	0.023	0	3.5	0.351351351	0.243243243	15	6	10	0	2	1	1443	239	200+
2016_JSl_21_2,txt	argumentative	1	0.052	0.052	0.078	0.052	0	5	0.485714286	0.457142857	13	3	6	0	2	5	1566	269	250+
2016_JSl_31_2,txt	argumentative	1	0.012	0.140	0.105	0.047	0	3.5	0.216216216	0.675675676	16	7	9	0	7	1	1669	278	250+
2016_JSl_33_2,txt	argumentative	1	0.048	0.111	0.048	0.063	0	5.5	0.153846154	0.807692308	16	1	5	0	7	5	1392	239	200+
2016_JSl_35_2,txt	argumentative	1	0.022	0.089	0.067	0.156	0	2.25	0.25	0.8	17	1	5	0	0	5	1188	213	200+
2016_JSl_43_2,txt	argumentative	1	0.073	0.055	0.018	0.073	0	2.25	0.323529412	0.558823529	21	0	11	0	2	2	1415	248	200+
2016_JSl_48_2,txt	argumentative	1	0.104	0.045	0.015	0.030	0	2.5	0.388888889	0.333333333	17	2	8	0	4	1	1498	253	250+
2016_JSl_50_2,txt	argumentative	1	0.061	0.073	0.073	0.098	0	4	0.451612903	0.516129032	10	6	9	0	0	2	1749	290	250+
2016_JSl_56_2,txt	argumentative	1	0.067	0.083	0.050	0.033	0	5	0.382352941	0.323529412	15	0	6	0	4	5	1323	225	200+
2016_JSl_58_2,txt	argumentative	1	0.074	0.059	0.044	0.074	0	3.5	0.485714286	0.485714286	11	1	13	0	5	4	1554	256	250+
2016_JSl_65_2,txt	argumentative	1	0.067	0.048	0.010	0.029	0	3.75	0.375	0.375	16	1	15	0	2	2	2127	348	300+
2016_JSl_67_2,txt	argumentative	1	0.063	0.042	0.063	0.042	0	4.25	0.317073171	0.414634146	9	3	6	0	7	3	1755	289	250+
2016_JSl_68_2,txt	argumentative	1	0.043	0.072	0.000	0.043	0	4	0.304347826	0.565217391	9	0	5	0	6	2	1376	229	200+
2016_JSl_7_2,txt	argumentative	1	0.023	0.114	0.045	0.136	0	3	0.65	0.25	3	2	6	0	1	0	951	154	150+
2016_JSl_74_2,txt	argumentative	1	0.033	0.049	0.082	0.049	0	3.75	0.47826087	0.652173913	7	0	6	0	3	0	1513	255	250+
2016_JSl_75_2,txt	argumentative	1	0.057	0.034	0.023	0.091	0	3.5	0.41025641	0.307692308	17	2	10	0	2	0	1682	280	250+
2016_JSl_77_2,txt	argumentative	1	0.070	0.058	0.058	0.081	0	4.5	0.303030303	0.878787879	14	4	12	0	11	6	1856	308	300+
2016_JSl_81_2,txt	argumentative	1	0.029	0.078	0.039	0.049	0	4.25	0.352941176	0.735294118	11	5	9	0	7	6	2077	351	350+
2016_JSl_90_2,txt	argumentative	1	0.107	0.071	0.000	0.048	0	2.75	0.315789474	0.552631579	16	1	4	0	2	3	1631	242	200+
2016_JSl_98_2,txt	argumentative	1	0.029	0.019	0.010	0.038	0	6	0.282608696	0.326086957	12	7	10	0	8	6	2001	329	300+
2016_MTsy_11_2,txt	argumentative	1	0.090	0.134	0.075	0.045	0	3.5	0.6	0.633333333	10	1	13	0	1	2	1534	263	250+
2016_MTsy_15_2,txt	argumentative	1	0.014	0.057	0.100	0.086	0	3	0.379310345	0.551724138	14	3	12	0	1	4	1599	278	250+
2016_MTsy_31_2,txt	argumentative	1	0.011	0.057	0.046	0.011	0	2	0.657142857	0.4	12	0	5	0	0	5	1850	328	300+
2016_MTsy_36_2,txt	argumentative	1	0.071	0.083	0.155	0.107	0	3.25	0.333333333	0.606060606	19	2	7	0	3	4	1888	324	300+
2016_MTsy_37_2,txt	argumentative	1	0.000	0.083	0.117	0.100	0	5	0.3	0.9	9	1	11	0	5	4	1273	226	200+
2016_MTsy_48_2,txt	argumentative	1	0.075	0.104	0.060	0.045	0	3.5	0.375	0.625	16	3	9	0	2	6	1662	288	250+
2016_MTsy_50_2,txt	argumentative	1	0.037	0.049	0.171	0.024	0	4.25	0.536585366	0.487804878	16	3	6	0	3	6	1873	335	300+
2016_MTsy_6_2,txt	argumentative	1	0.065	0.043	0.065	0.043	0	1.75	0.368421053	0.342105263	22	1	9	0	1	3	1393	258	250+
2016_MTsy_8_2,txt	argumentative	1	0.048	0.060	0.012	0.072	0	2.5	0.485714286	0.485714286	18	0	12	0	0	3	1826	309	300+
2016_MTsy_9_2,txt	argumentative	1	0.074	0.111	0.062	0.074	0	7	0.388888889	0.638888889	18	1	14	0	7	5	1591	266	250+
2016_NMa_24_2,txt	argumentative	1	0.071	0.118	0.047	0.047	0	5.25	0.4	0.714285714	17	4	16	0	3	8	1814	316	300+
2016_OR_103_2,txt	argumentative	1	0.126	0.080	0.069	0.092	0	5	0.269230769	0.846153846	13	3	12	0	3	2	1638	276	250+
2016_OR_109_2,txt	argumentative	1	0.094	0.063	0.031	0.063	0	2.75	0.371428571	0.685714286	22	1	6	0	0	7	1697	287	250+
2016_OR_112_2,txt	argumentative	1	0.047	0.125	0.172	0.031	0	1	0.341463415	0.585365854	24	1	11	0	4	6	1744	323	300+
2016_OR_120_2,txt	argumentative	1	0.049	0.061	0.073	0.049	0	2.75	0.294117647	0.558823529	17	4	7	0	3	3	1595	254	250+
2016_OR_128_2,txt	argumentative	1	0.046	0.023	0.057	0.057	0	3.5	0.45	0.7	16	4	16	0	7	5	1918	340	300+
2016_OR_129_2,txt	argumentative	1	0.060	0.072	0.048	0.036	0	3.75	0.115384615	0.807692308	9	6	15	0	7	0	1523	260	250+
2016_OR_131_2,txt	argumentative	1	0.058	0.077	0.019	0.038	0	2.75	0.333333333	0.333333333	15	3	2	0	3	4	1250	215	200+
2016_OR_132_2,txt	argumentative	1	0.048	0.032	0.032	0.079	0	2	0.444444444	0.416666667	17	2	8	0	2	4	1575	275	250+
2016_OR_133_2,txt	argumentative	1	0.028	0.028	0.028	0.042	0	2.75	0.388888889	0.611111111	19	3	9	1	4	2	1824	320	300+
2016_OR_135_2,txt	argumentative	1	0.051	0.013	0.038	0.064	0	3.25	0.216216216	0.594594595	15	15	5	0	4	4	1447	241	200+
2016_OR_16_2,txt	argumentative	1	0.103	0.103	0.034	0.000	0	3	0.461538462	0.461538462	5	2	3	0	0	2	650	105	<150
2016_OR_19_2,txt	argumentative	1	0.033	0.033	0.000	0.050	0	3	0.352941176	0.411764706	14	4	4	0	5	0	1329	233	200+
2016_OR_20_2,txt	argumentative	1	0.061	0.146	0.061	0.110	0	5.75	0.323529412	0.617647059	20	2	6	0	3	6	1675	299	250+
2016_OR_22_2,txt	argumentative	1	0.027	0.027	0.027	0.081	0	2.75	0.428571429	0.380952381	8	1	2	0	0	3	803	140	<150
2016_OR_28_2,txt	argumentative	1	0.014	0.097	0.167	0.083	0	4	0.266666667	0.633333333	15	7	3	0	3	5	1660	269	250+
2016_OR_32_2,txt	argumentative	1	0.018	0.179	0.018	0.036	0	2	0.5	0.722222222	10	2	3	0	0	1	1169	186	150+
2016_OR_36_2,txt	argumentative	1	0.021	0.125	0.083	0.104	0	2	0.458333333	0.625	14	0	9	0	0	6	1043	190	150+
2016_OR_37_2,txt	argumentative	1	0.028	0.056	0.083	0.056	0	3	0.476190476	0.571428571	8	1	5	0	1	3	774	140	<150
2016_OR_4_2,txt	argumentative	1	0.098	0.049	0.049	0.082	0	3.25	0.28	0.84	19	0	8	0	1	5	1345	242	200+
2016_OR_50_2,txt	argumentative	1	0.000	0.000	0.000	0.074	0	2.5	0.6	0.6	6	0	3	1	1	3	686	121	<150
2016_OR_51_2,txt	argumentative	1	0.012	0.096	0.145	0.096	0	5.25	0.379310345	0.586206897	15	2	9	0	1	2	1532	243	200+
2016_OR_53_2,txt	argumentative	1	0.083	0.083	0.069	0.069	0	3.75	0.133333333	0.766666667	20	6	10	0	4	0	1534	259	250+
2016_OR_54_2,txt	argumentative	1	0.083	0.111	0.083	0.167	0	1.75	0.473684211	1.210526316	11	1	11	0	0	2	1226	230	200+
2016_OR_56_2,txt	argumentative	1	0.050	0.067	0.017	0.033	0	2.5	0.432432432	0.432432432	17	2	5	0	2	1	1417	252	250+
2016_OR_60_2,txt	argumentative	1	0.081	0.108	0.095	0.122	0	5	0.342857143	0.342857143	18	2	10	0	0	5	1572	264	250+
2016_OR_62_2,txt	argumentative	1	0.068	0.041	0.054	0.081	0	3.75	0.290322581	0.548387097	16	5	12	0	1	3	1488	263	250+
2016_OR_65_2,txt	argumentative	1	0.039	0.105	0.092	0.079	0	3	0.19047619	0.452380952	26	6	5	0	5	7	1616	274	250+
2016_OR_68_2,txt	argumentative	1	0.046	0.077	0.077	0.092	0	1.75	0.53125	0.5	12	2	7	0	1	4	1524	260	250+
2016_OR_69_2,txt	argumentative	1	0.057	0.100	0.114	0.114	0	4.75	0.206896552	0.827586207	15	6	5	0	6	5	1460	234	200+
2016_OR_70_2,txt	argumentative	1	0.041	0.149	0.081	0.068	0	4.25	0.366666667	0.933333333	18	2	9	0	7	2	1576	260	250+
2016_OR_72_2,txt	argumentative	1	0.030	0.030	0.030	0.061	0	1.75	0.529411765	0.588235294	7	0	4	0	3	4	906	148	<150
2016_OR_76_2,txt	argumentative	1	0.085	0.070	0.028	0.099	0	4.25	0.444444444	0.592592593	12	3	9	0	1	3	1608	274	250+
2016_OR_89_2,txt	argumentative	1	0.056	0.139	0.083	0.042	0	3	0.333333333	0.666666667	21	2	9	0	2	4	1599	274	250+
2016_OR_9_2,txt	argumentative	1	0.092	0.079	0.079	0.092	0	4.25	0.357142857	0.535714286	14	1	12	0	3	2	1527	249	200+
2016_OR_90_2,txt	argumentative	1	0.061	0.030	0.106	0.045	0	3.25	0.375	0.541666667	13	4	9	0	0	3	1395	251	250+
2016_OR_93_2,txt	argumentative	1	0.043	0.114	0.086	0.057	0	4	0.392857143	0.642857143	11	5	14	0	2	4	1585	281	250+
2016_OR_96_2,txt	argumentative	1	0.108	0.054	0.041	0.095	0	2.75	0.419354839	0.64516129	16	1	10	1	4	5	1822	308	300+
2016_OR_97_2,txt	argumentative	1	0.062	0.123	0.077	0.092	0	4.5	0.230769231	0.807692308	11	6	11	0	8	3	1516	261	250+
2016_ZEv_11_2,txt	argumentative	1	0.054	0.095	0.149	0.081	0	3.25	0.137931034	0.965517241	19	5	8	0	8	4	1526	263	250+
2016_ZEv_13_2,txt	argumentative	1	0.076	0.015	0.091	0.045	0	3.75	0.214285714	0.607142857	16	5	11	0	0	4	1438	258	250+
2016_ZEv_16_2,txt	argumentative	1	0.053	0.053	0.074	0.096	0	6.25	0.264705882	0.588235294	11	6	13	0	9	4	1819	312	300+
2016_ZEv_17_2,txt	argumentative	1	0.099	0.066	0.055	0.033	0	4	0.43902439	0.292682927	12	7	6	0	3	5	1882	306	300+
2016_ZEv_18_2,txt	argumentative	1	0.048	0.084	0.048	0.072	0	4	0.3	0.575	26	3	8	0	2	4	1805	316	300+
2016_ZEv_2_2,txt	argumentative	1	0.111	0.014	0.014	0.111	0	2.5	0.25	0.675	24	4	4	0	4	5	1694	312	300+
2016_ZEv_21_2,txt	argumentative	1	0.091	0.055	0.109	0.127	0	3.25	0.318181818	1.227272727	16	0	12	0	3	7	1417	249	200+
2016_ZEv_22_2,txt	argumentative	1	0.057	0.057	0.093	0.064	0	4.5	0.288135593	0.627118644	28	6	12	0	13	7	2606	421	350+
2016_ZEv_23_2,txt	argumentative	1	0.060	0.143	0.083	0.119	0	5.5	0.205128205	0.58974359	23	6	10	0	7	3	1683	287	250+
2016_ZEv_29_2,txt	argumentative	1	0.043	0.058	0.072	0.029	0	4.5	0.217391304	0.652173913	10	3	6	0	4	5	1300	210	200+
2016_ZEv_32_2,txt	argumentative	1	0.051	0.068	0.051	0.051	0	2.75	0.4	0.542857143	19	3	3	0	2	5	1622	276	250+
2016_ZEv_35_2,txt	argumentative	1	0.060	0.030	0.170	0.030	0	4.5	0.261904762	0.547619048	27	3	7	0	5	9	2081	351	350+
2016_ZEv_41_2,txt	argumentative	1	0.063	0.100	0.025	0.075	0	5.25	0.363636364	0.333333333	14	4	0	0	3	7	1554	246	200+
2016_ZEv_5_2,txt	argumentative	1	0.042	0.042	0.063	0.063	0	3.5	0.68	0.56	8	0	9	0	1	3	1274	220	200+
2016_ZEv_51_2,txt	argumentative	1	0.056	0.139	0.139	0.069	0	4	0.259259259	0.777777778	11	5	13	0	5	4	1412	232	200+
2017_ABl_12_2,txt	argumentative	1	0.060	0.060	0.096	0.024	0	1.75	0.5	0.617647059	15	2	8	0	3	6	1746	309	300+
2017_ABl_19_2,txt	argumentative	1	0.064	0.051	0.128	0.000	0	3	0.333333333	0.583333333	20	2	13	0	5	6	1757	303	300+
2017_ABl_25_2,txt	argumentative	1	0.013	0.063	0.013	0.038	0	2.75	0.4	0.64	7	6	7	0	0	4	1738	304	300+
2017_ABl_29_2,txt	argumentative	1	0.000	0.074	0.086	0.012	0	4.25	0.277777778	0.861111111	23	3	14	0	4	12	1873	344	300+
2017_ABl_32_2,txt	argumentative	1	0.063	0.025	0.076	0.038	0	3.25	0.325581395	0.558139535	22	5	8	0	6	8	1719	309	300+
2017_ABl_40_2,txt	argumentative	1	0.045	0.090	0.119	0.060	0	2.5	0.43902439	0.463414634	16	2	8	0	6	4	1633	294	250+
2017_ABl_41_2,txt	argumentative	1	0.014	0.069	0.069	0.042	0	3	0.333333333	0.878787879	17	4	12	0	5	7	1591	277	250+
2017_ABl_44_2,txt	argumentative	1	0.030	0.182	0.098	0.045	0	3.75	0.5	0.40625	9	0	6	0	10	5	2077	306	300+
2017_ABl_46_2,txt	argumentative	1	0.041	0.055	0.027	0.041	0	2.75	0.346938776	0.428571429	28	3	9	0	3	7	1969	354	350+
2017_ABl_49_2,txt	argumentative	1	0.047	0.094	0.094	0.031	0	2	0.432432432	0.810810811	15	6	6	0	5	5	1928	347	300+
2017_ABl_5_2,txt	argumentative	1	0.051	0.139	0.127	0.013	0	2.25	0.514285714	0.542857143	12	5	8	0	3	4	1587	273	250+
2017_ABl_8_2,txt	argumentative	1	0.013	0.080	0.067	0.040	0	3.75	0.333333333	0.577777778	27	6	10	0	0	5	2096	371	350+
2017_DOv_14_2,txt	argumentative	1	0.009	0.138	0.095	0.034	0	3.75	0.081081081	1.027027027	29	0	12	0	13	9	2564	424	350+
2017_DOv_15_2,txt	argumentative	1	0.064	0.051	0.064	0.000	0	3.25	0.583333333	0.388888889	14	1	8	1	1	5	1530	267	250+
